rte_consumption_scenario,rte_production_scenario,ssp_scenario,year,lcia_method,impact,impact_unit,process,total_draw_count,process_present_draw_count,absolute_lca_mean,absolute_lca_min,absolute_lca_max,absolute_lca_p5,absolute_lca_p25,absolute_lca_median,absolute_lca_p75,absolute_lca_p95,contrib_absolute_lca_mean,contrib_absolute_lca_min,contrib_absolute_lca_max,contrib_absolute_lca_p5,contrib_absolute_lca_p25,contrib_absolute_lca_median,contrib_absolute_lca_p75,contrib_absolute_lca_p95,contrib_lca_ratio_mean,contrib_lca_ratio_min,contrib_lca_ratio_max,contrib_lca_ratio_p5,contrib_lca_ratio_p25,contrib_lca_ratio_median,contrib_lca_ratio_p75,contrib_lca_ratio_p95,absolute_lca_per_kwh_mean,absolute_lca_per_kwh_min,absolute_lca_per_kwh_max,absolute_lca_per_kwh_p5,absolute_lca_per_kwh_p25,absolute_lca_per_kwh_median,absolute_lca_per_kwh_p75,absolute_lca_per_kwh_p95,contrib_absolute_lca_per_kwh_mean,contrib_absolute_lca_per_kwh_min,contrib_absolute_lca_per_kwh_max,contrib_absolute_lca_per_kwh_p5,contrib_absolute_lca_per_kwh_p25,contrib_absolute_lca_per_kwh_median,contrib_absolute_lca_per_kwh_p75,contrib_absolute_lca_per_kwh_p95
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,"electricity production, Small Modular Reactor (SMR)",230000,230000,0.0001403249190347826,0.00012816100000000001,0.000149653,0.00012816100000000001,0.00012816100000000001,0.000133843,0.000149653,0.000149653,1.4494500566572234e-06,0,2.0012930288176014e-06,0,0,1.7959772124015668e-06,2.0012930288176014e-06,2.0012930288176014e-06,0.010039859705548958,0,0.013418536736337102,0,0,0.013372889476439507,0.013418536736337102,0.013418536736337102,2.1645067809745524e-16,1.9768804084468701e-16,2.3083915273373621e-16,1.9768804084468701e-16,1.9768804084468701e-16,2.0645229051435101e-16,2.3083915273373621e-16,2.3083915273373621e-16,3.9497233802480179e-17,0,5.4534848146294984e-17,0,0,4.8940031702705802e-17,5.4534848146294984e-17,5.4534848146294984e-17
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,"electricity production, hydro, reservoir, alpine region",230000,230000,0.0001403249190347826,0.00012816100000000001,0.000149653,0.00012816100000000001,0.00012816100000000001,0.000133843,0.000149653,0.000149653,3.3482751190927739e-07,0,4.5603052762424189e-07,0,0,4.2742002083456009e-07,4.5603052762424189e-07,4.5603052762424189e-07,0.0023217147124691695,0,0.0031934432195524615,0,0,0.0030472528290394572,0.0031934432195524615,0.0031934432195524615,2.1645067809745524e-16,1.9768804084468701e-16,2.3083915273373621e-16,1.9768804084468701e-16,1.9768804084468701e-16,2.0645229051435101e-16,2.3083915273373621e-16,2.3083915273373621e-16,3.8198501643215399e-17,0,5.2025840932650023e-17,0,0,4.8761836337143189e-17,5.2025840932650023e-17,5.2025840932650023e-17
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,"electricity production, hydro, run-of-river",230000,172479,0.0001403249190347826,0.00012816100000000001,0.000149653,0.00012816100000000001,0.00012816100000000001,0.000133843,0.000149653,0.000149653,2.347798444578632e-06,0,3.1832422376914327e-06,0,0,3.0258965063851102e-06,3.1832422376914327e-06,3.1832422376914327e-06,0.01628547227274597,0,0.022607805461511699,0,0,0.021270821418156886,0.022607805461511699,0.022607805461511699,2.1645067809745524e-16,1.9768804084468701e-16,2.3083915273373621e-16,1.9768804084468701e-16,1.9768804084468701e-16,2.0645229051435101e-16,2.3083915273373621e-16,2.3083915273373621e-16,6.803279442192371e-17,6.5753663970477319e-17,6.9172835416376445e-17,6.5753663970477319e-17,6.5753663970477319e-17,6.9172835416376445e-17,6.9172835416376445e-17,6.9172835416376445e-17
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,"electricity production, nuclear, pressure water reactor",230000,172479,0.0001403249190347826,0.00012816100000000001,0.000149653,0.00012816100000000001,0.00012816100000000001,0.000133843,0.000149653,0.000149653,8.5921144305496553e-07,0,1.1819752289410019e-06,0,0,1.0733439953971564e-06,1.1819752289410019e-06,1.1819752289410019e-06,0.0059531929490999492,0,0.0080194257106995237,0,0,0.0078981058110495737,0.0080194257106995237,0.0080194257106995237,2.1645067809745524e-16,1.9768804084468701e-16,2.3083915273373621e-16,1.9768804084468701e-16,1.9768804084468701e-16,2.0645229051435101e-16,2.3083915273373621e-16,2.3083915273373621e-16,4.803322332441083e-17,4.4997563534707631e-17,4.9551686913573576e-17,4.4997563534707631e-17,4.4997563534707631e-17,4.9551686913573576e-17,4.9551686913573576e-17,4.9551686913573576e-17
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,"electricity production, photovoltaic",230000,230000,0.0001403249190347826,0.00012816100000000001,0.000149653,0.00012816100000000001,0.00012816100000000001,0.000133843,0.000149653,0.000149653,3.9106406111789103e-05,3.8145666128603457e-05,3.9664536692311935e-05,3.8145666128603457e-05,3.8145666128603457e-05,3.8951551249595559e-05,3.9664536692311935e-05,3.9664536692311935e-05,0.27969139123185904,0.26504337829720709,0.29763864302403581,0.26504337829720709,0.26504337829720709,0.29102419438891508,0.29763864302403581,0.29763864302403581,2.1645067809745524e-16,1.9768804084468701e-16,2.3083915273373621e-16,1.9768804084468701e-16,1.9768804084468701e-16,2.0645229051435101e-16,2.3083915273373621e-16,2.3083915273373621e-16,5.2225176145311643e-16,5.0942184344428106e-16,5.2970525318770029e-16,5.0942184344428106e-16,5.0942184344428106e-16,5.2018359419340249e-16,5.2970525318770029e-16,5.2970525318770029e-16
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,"electricity production, wind, 1-3MW turbine, offshore",230000,230000,0.0001403249190347826,0.00012816100000000001,0.000149653,0.00012816100000000001,0.00012816100000000001,0.000133843,0.000149653,0.000149653,2.1615033576741477e-05,1.7044635496325239e-05,2.3408367155706097e-05,1.7044635496325239e-05,1.7044635496325239e-05,2.2601214981566104e-05,2.3408367155706097e-05,2.3408367155706097e-05,0.15367155303562471,0.13299393338320736,0.16886363113174468,0.13299393338320736,0.13299393338320736,0.15641762714884497,0.16886363113174468,0.16886363113174468,2.1645067809745524e-16,1.9768804084468701e-16,2.3083915273373621e-16,1.9768804084468701e-16,1.9768804084468701e-16,2.0645229051435101e-16,2.3083915273373621e-16,2.3083915273373621e-16,2.7214780684805349e-16,2.1460360673655658e-16,2.9472702035104715e-16,2.1460360673655658e-16,2.1460360673655658e-16,2.8456443308349899e-16,2.9472702035104715e-16,2.9472702035104715e-16
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,"electricity production, wind, 1-3MW turbine, onshore",230000,230000,0.0001403249190347826,0.00012816100000000001,0.000149653,0.00012816100000000001,0.00012816100000000001,0.000133843,0.000149653,0.000149653,2.5114195916156227e-05,1.9346946064745269e-05,2.7353537166008537e-05,1.9346946064745269e-05,1.9346946064745269e-05,2.6405835750051605e-05,2.7353537166008537e-05,2.7353537166008537e-05,0.17844947668961775,0.15095813909649011,0.19728962852036794,0.15095813909649011,0.15095813909649011,0.18277974491663071,0.19728962852036794,0.19728962852036794,2.1645067809745524e-16,1.9768804084468701e-16,2.3083915273373621e-16,1.9768804084468701e-16,1.9768804084468701e-16,2.0645229051435101e-16,2.3083915273373621e-16,2.3083915273373621e-16,3.3152248249237917e-16,2.5539153898145062e-16,3.6108305875386471e-16,2.5539153898145062e-16,2.5539153898145062e-16,3.4857283198392182e-16,3.6108305875386471e-16,3.6108305875386471e-16
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,"heat and power co-generation, wood chips, 6667 kW",230000,230000,0.0001403249190347826,0.00012816100000000001,0.000149653,0.00012816100000000001,0.00012816100000000001,0.000133843,0.000149653,0.000149653,1.8618907969666592e-05,1.5889777509249122e-05,2.5701174956941702e-05,1.5889777509249122e-05,1.5889777509249122e-05,1.6991146222099167e-05,2.5701174956941702e-05,2.5701174956941702e-05,0.13496979693172376,0.10617747395140172,0.20053818990911199,0.10617747395140172,0.10617747395140172,0.12694833664890331,0.20053818990911199,0.20053818990911199,2.1645067809745524e-16,1.9768804084468701e-16,2.3083915273373621e-16,1.9768804084468701e-16,1.9768804084468701e-16,2.0645229051435101e-16,2.3083915273373621e-16,2.3083915273373621e-16,2.1744078442324823e-15,1.8556858516012618e-15,3.0015120004077217e-15,1.8556858516012618e-15,1.8556858516012618e-15,1.9843090653536194e-15,3.0015120004077217e-15,3.0015120004077217e-15
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, biogeochemical flows, phosphorus",P GLO,Tg P yr-1,transmission network construction,230000,230000,0.0001403249190347826,0.00012816100000000001,0.000149653,0.00012816100000000001,0.00012816100000000001,0.000133843,0.000149653,0.000149653,1.0652137235210046e-06,0,1.4953249035477511e-06,0,0,1.2707863508137181e-06,1.4953249035477511e-06,1.4953249035477511e-06,0.007368693054507703,0,0.0099919473952927856,0,0,0.0094946045053810671,0.0099919473952927856,0.0099919473952927856,2.1645067809745524e-16,1.9768804084468701e-16,2.3083915273373621e-16,1.9768804084468701e-16,1.9768804084468701e-16,2.0645229051435101e-16,2.3083915273373621e-16,2.3083915273373621e-16,,,,,,,,
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,EU electricity market imports,230000,230000,0.0076039643732913054,0.0046409160000000001,0.013946148,0.0046409160000000001,0.0046409160000000001,0.0071840810000000001,0.013946148,0.013946148,0.0027143346002791542,0.00047621460393291857,0.0074546449178164616,0.00047621460393291857,0.00047621460393291857,0.0024474070968425322,0.0074546449178164616,0.0074546449178164616,0.27015525518300826,0.10261220068040847,0.53453074768864217,0.10261220068040847,0.10261220068040847,0.34067086616124348,0.53453074768864217,0.53453074768864217,1.1729082721693786e-14,7.1585926696162039e-15,2.1511874835654451e-14,7.1585926696162039e-15,7.1585926696162039e-15,1.1081414636702361e-14,2.1511874835654451e-14,2.1511874835654451e-14,5.1369759767712528e-14,9.0125319760161934e-15,1.4108184151191676e-13,9.0125319760161934e-15,9.0125319760161934e-15,4.6318060472001544e-14,1.4108184151191676e-13,1.4108184151191676e-13
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,Other life cycle contributions,230000,230000,0.0076039643732913054,0.0046409160000000001,0.013946148,0.0046409160000000001,0.0046409160000000001,0.0071840810000000001,0.013946148,0.013946148,0.00040352784585475884,-1.0228370341943177e-18,0.0016135220970879259,-1.0228370341943177e-18,-1.0228370341943177e-18,0,0.0016135220970879259,0.0016135220970879259,0.028934717016824901,-1.4237548744151379e-16,0.11569661365187905,-1.4237548744151379e-16,-1.4237548744151379e-16,0,0.11569661365187905,0.11569661365187905,1.1729082721693786e-14,7.1585926696162039e-15,2.1511874835654451e-14,7.1585926696162039e-15,7.1585926696162039e-15,1.1081414636702361e-14,2.1511874835654451e-14,2.1511874835654451e-14,,,,,,,,
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,Transmission corona,230000,230000,0.0076039643732913054,0.0046409160000000001,0.013946148,0.0046409160000000001,0.0046409160000000001,0.0071840810000000001,0.013946148,0.013946148,0.0001551271124495079,0,0.00020686133963063844,0,0,0.00020686131989866477,0.00020686133963063844,0.00020686133963063844,0.029480606374342008,0,0.044573385864048916,0,0,0.028794402498895092,0.044573385864048916,0.044573385864048916,1.1729082721693786e-14,7.1585926696162039e-15,2.1511874835654451e-14,7.1585926696162039e-15,7.1585926696162039e-15,1.1081414636702361e-14,2.1511874835654451e-14,2.1511874835654451e-14,,,,,,,,
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,"electricity production, Evolutionary Power Reactor (EPR)",230000,230000,0.0076039643732913054,0.0046409160000000001,0.013946148,0.0046409160000000001,0.0046409160000000001,0.0071840810000000001,0.013946148,0.013946148,0.0001647748661551393,0,0.00024383768818958415,0,0,0.00020766597899962811,0.00024383768818958415,0.00024383768818958415,0.030854221516106211,0,0.04474676529366791,0,0,0.033941389050260451,0.04474676529366791,0.04474676529366791,1.1729082721693786e-14,7.1585926696162039e-15,2.1511874835654451e-14,7.1585926696162039e-15,7.1585926696162039e-15,1.1081414636702361e-14,2.1511874835654451e-14,2.1511874835654451e-14,6.8675695330623704e-16,0,1.0162790103414237e-15,0,0,8.6552065455953359e-16,1.0162790103414237e-15,1.0162790103414237e-15
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,"electricity production, Small Modular Reactor (SMR)",230000,230000,0.0076039643732913054,0.0046409160000000001,0.013946148,0.0046409160000000001,0.0046409160000000001,0.0071840810000000001,0.013946148,0.013946148,4.0525441470346339e-05,0,6.2725874605585485e-05,0,0,4.9696000830538776e-05,6.2725874605585485e-05,6.2725874605585485e-05,0.0075358683428705438,0,0.01070823105407182,0,0,0.0087312315389519533,0.01070823105407182,0.01070823105407182,1.1729082721693786e-14,7.1585926696162039e-15,2.1511874835654451e-14,7.1585926696162039e-15,7.1585926696162039e-15,1.1081414636702361e-14,2.1511874835654451e-14,2.1511874835654451e-14,1.1043102302553542e-15,0,1.7092677233282249e-15,0,0,1.3542061012250898e-15,1.7092677233282249e-15,1.7092677233282249e-15
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,"electricity production, hydro, reservoir, alpine region",230000,230000,0.0076039643732913054,0.0046409160000000001,0.013946148,0.0046409160000000001,0.0046409160000000001,0.0071840810000000001,0.013946148,0.013946148,2.6008624132755944e-05,0,3.5930359770827668e-05,0,0,3.405814117137808e-05,3.5930359770827668e-05,3.5930359770827668e-05,0.0049189188452815466,0,0.0073386678775004925,0,0,0.0050013856707389111,0.0073386678775004925,0.0073386678775004925,1.1729082721693786e-14,7.1585926696162039e-15,2.1511874835654451e-14,7.1585926696162039e-15,7.1585926696162039e-15,1.1081414636702361e-14,2.1511874835654451e-14,2.1511874835654451e-14,2.9671703771510754e-15,0,4.0990828759280008e-15,0,0,3.8854921251892142e-15,4.0990828759280008e-15,4.0990828759280008e-15
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,"electricity production, hydro, run-of-river",230000,172479,0.0076039643732913054,0.0046409160000000001,0.013946148,0.0046409160000000001,0.0046409160000000001,0.0071840810000000001,0.013946148,0.013946148,0.00015047108640912942,0,0.00020428323957686221,0,0,0.00019883643602047488,0.00020428323957686221,0.00020428323957686221,0.02852652097597878,0,0.042844222136421965,0,0,0.028435542357729847,0.042844222136421965,0.042844222136421965,1.1729082721693786e-14,7.1585926696162039e-15,2.1511874835654451e-14,7.1585926696162039e-15,7.1585926696162039e-15,1.1081414636702361e-14,2.1511874835654451e-14,2.1511874835654451e-14,4.3602407512255269e-15,4.3207760658516628e-15,4.4391371826959616e-15,4.3207760658516628e-15,4.3207760658516628e-15,4.3207760658516628e-15,4.4391371826959616e-15,4.4391371826959616e-15
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,"electricity production, nuclear, pressure water reactor",230000,172479,0.0076039643732913054,0.0046409160000000001,0.013946148,0.0046409160000000001,0.0046409160000000001,0.0071840810000000001,0.013946148,0.013946148,2.220325677520885e-05,0,3.3296856274633604e-05,0,0,2.7762722021398032e-05,3.3296856274633604e-05,3.3296856274633604e-05,0.0041491859329631691,0,0.0059821643014866099,0,0,0.0046348108094317981,0.0059821643014866099,0.0059821643014866099,1.1729082721693786e-14,7.1585926696162039e-15,2.1511874835654451e-14,7.1585926696162039e-15,7.1585926696162039e-15,1.1081414636702361e-14,2.1511874835654451e-14,2.1511874835654451e-14,1.2412471824843878e-15,1.1638902039599364e-15,1.3958965733789641e-15,1.1638902039599364e-15,1.1638902039599364e-15,1.1638902039599364e-15,1.3958965733789641e-15,1.3958965733789641e-15
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,"electricity production, photovoltaic",230000,230000,0.0076039643732913054,0.0046409160000000001,0.013946148,0.0046409160000000001,0.0046409160000000001,0.0071840810000000001,0.013946148,0.013946148,0.00073520689735350126,0.00065574361034423942,0.00081909449256773522,0.00065574361034423942,0.00065574361034423942,0.00081016204773234392,0.00081909449256773522,0.00081909449256773522,0.11351555322530232,0.058732668875142814,0.14129616014257518,0.058732668875142814,0.058732668875142814,0.11277184203969079,0.14129616014257518,0.14129616014257518,1.1729082721693786e-14,7.1585926696162039e-15,2.1511874835654451e-14,7.1585926696162039e-15,7.1585926696162039e-15,1.1081414636702361e-14,2.1511874835654451e-14,2.1511874835654451e-14,9.8184151464714228e-15,8.7572119459344702e-15,1.0938703438250606e-14,8.7572119459344702e-15,8.7572119459344702e-15,1.0819413757720152e-14,1.0938703438250606e-14,1.0938703438250606e-14
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,"electricity production, wind, 1-3MW turbine, offshore",230000,230000,0.0076039643732913054,0.0046409160000000001,0.013946148,0.0046409160000000001,0.0046409160000000001,0.0071840810000000001,0.013946148,0.013946148,0.00018077200021810572,0,0.00027309158294099934,0,0,0.0002250355415048307,0.00027309158294099934,0.00027309158294099934,0.033743254374168044,0,0.048489466627887834,0,0,0.038013433164380987,0.048489466627887834,0.048489466627887834,1.1729082721693786e-14,7.1585926696162039e-15,2.1511874835654451e-14,7.1585926696162039e-15,7.1585926696162039e-15,1.1081414636702361e-14,2.1511874835654451e-14,2.1511874835654451e-14,2.2760401095429034e-15,0,3.4384054637685647e-15,0,0,2.8333475287379447e-15,3.4384054637685647e-15,3.4384054637685647e-15
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,"electricity production, wind, 1-3MW turbine, onshore",230000,230000,0.0076039643732913054,0.0046409160000000001,0.013946148,0.0046409160000000001,0.0046409160000000001,0.0071840810000000001,0.013946148,0.013946148,0.00020534289046759071,0,0.00030616671077115382,0,0,0.00025764567659222032,0.00030616671077115382,0.00030616671077115382,0.038406834343900957,0,0.055516125823484058,0,0,0.042617380117394806,0.055516125823484058,0.055516125823484058,1.1729082721693786e-14,7.1585926696162039e-15,2.1511874835654451e-14,7.1585926696162039e-15,7.1585926696162039e-15,1.1081414636702361e-14,2.1511874835654451e-14,2.1511874835654451e-14,2.7106484973748751e-15,0,4.0415832379615139e-15,0,0,3.4010763152500002e-15,4.0415832379615139e-15,4.0415832379615139e-15
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,"heat and power co-generation, wood chips, 6667 kW",230000,230000,0.0076039643732913054,0.0046409160000000001,0.013946148,0.0046409160000000001,0.0046409160000000001,0.0071840810000000001,0.013946148,0.013946148,0.0027049800109373166,0.0021787325189405516,0.004058886492527879,0.0021787325189405516,0.0021787325189405516,0.0024028467696585146,0.004058886492527879,0.004058886492527879,0.39108634587473062,0.29103996978433605,0.46946174396187118,0.29103996978433605,0.29103996978433605,0.33446821794722448,0.46946174396187118,0.46946174396187118,1.1729082721693786e-14,7.1585926696162039e-15,2.1511874835654451e-14,7.1585926696162039e-15,7.1585926696162039e-15,1.1081414636702361e-14,2.1511874835654451e-14,2.1511874835654451e-14,3.1590072841750156e-13,2.5444296934984097e-13,4.74016538994879e-13,2.5444296934984097e-13,2.5444296934984097e-13,2.806161472178215e-13,4.74016538994879e-13,4.74016538994879e-13
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, change in biosphere integrity, functional diversity, total",BI FD,%BII loss,transmission network construction,230000,230000,0.0076039643732913054,0.0046409160000000001,0.013946148,0.0046409160000000001,0.0046409160000000001,0.0071840810000000001,0.013946148,0.013946148,0.00010068974078878918,0,0.00015747145373829733,0,0,0.00012266343001118355,0.00015747145373829733,0.00015747145373829733,0.018692717994522545,0,0.026430866236575614,0,0,0.021919498644057234,0.026430866236575614,0.026430866236575614,1.1729082721693786e-14,7.1585926696162039e-15,2.1511874835654451e-14,7.1585926696162039e-15,7.1585926696162039e-15,1.1081414636702361e-14,2.1511874835654451e-14,2.1511874835654451e-14,,,,,,,,
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, climate change, atmospheric CO2 concentration",aCO2,ppm,EU electricity market imports,230000,230000,0.43198431667036946,0.116529199,1.0511954459999999,0.116529199,0.116529199,0.443290921,1.0511954459999999,1.0511954459999999,0.30296966798918334,0.019767769591489695,0.88240899455315192,0.019767769591489695,0.019767769591489695,0.28957685565540603,0.88240899455315192,0.88240899455315192,0.45806832760432964,0.16963790844807655,0.83943380644473609,0.16963790844807655,0.16963790844807655,0.65324337119777376,0.83943380644473609,0.83943380644473609,6.6633397565908637e-13,1.7974579456145379e-13,1.621464516816615e-12,1.7974579456145379e-13,1.7974579456145379e-13,6.8377436451774496e-13,1.621464516816615e-12,1.621464516816615e-12,5.7338099597846675e-12,3.7411214979166402e-13,1.6699907675071296e-11,3.7411214979166402e-13,3.7411214979166402e-13,5.4803461634031156e-12,1.6699907675071296e-11,1.6699907675071296e-11
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, climate change, atmospheric CO2 concentration",aCO2,ppm,Other life cycle contributions,230000,230000,0.43198431667036946,0.116529199,1.0511954459999999,0.116529199,0.116529199,0.443290921,1.0511954459999999,1.0511954459999999,0.042212023798583104,0,0.16878645144684748,0,0,0,0.16878645144684748,0.16878645144684748,0.040156208780401347,0,0.16056619355526347,0,0,0,0.16056619355526347,0.16056619355526347,6.6633397565908637e-13,1.7974579456145379e-13,1.621464516816615e-12,1.7974579456145379e-13,1.7974579456145379e-13,6.8377436451774496e-13,1.621464516816615e-12,1.621464516816615e-12,,,,,,,,
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, climate change, atmospheric CO2 concentration",aCO2,ppm,Transmission corona,230000,230000,0.43198431667036946,0.116529199,1.0511954459999999,0.116529199,0.116529199,0.443290921,1.0511954459999999,1.0511954459999999,-2.8251971227603868e-17,-3.9890645070744529e-17,0,-3.9890645070744529e-17,-3.9890645070744529e-17,-3.3242204151791748e-17,0,0,-1.8986726704233982e-16,-3.4232317232991989e-16,0,-3.4232317232991989e-16,-3.4232317232991989e-16,-7.4989589402828633e-17,0,0,6.6633397565908637e-13,1.7974579456145379e-13,1.621464516816615e-12,1.7974579456145379e-13,1.7974579456145379e-13,6.8377436451774496e-13,1.621464516816615e-12,1.621464516816615e-12,,,,,,,,
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, climate change, atmospheric CO2 concentration",aCO2,ppm,"electricity production, Evolutionary Power Reactor (EPR)",230000,230000,0.43198431667036946,0.116529199,1.0511954459999999,0.116529199,0.116529199,0.443290921,1.0511954459999999,1.0511954459999999,0.012290800092218718,0,0.021838326511971169,0,0,0.013664292440057013,0.021838326511971169,0.021838326511971169,0.070932993974137701,0,0.11726067421142243,0,0,0.049264096053912118,0.11726067421142243,0.11726067421142243,6.6633397565908637e-13,1.7974579456145379e-13,1.621464516816615e-12,1.7974579456145379e-13,1.7974579456145379e-13,6.8377436451774496e-13,1.621464516816615e-12,1.621464516816615e-12,5.1226215390501408e-14,0,9.1018876774288474e-14,0,0,5.6950725888516733e-14,9.1018876774288474e-14,9.1018876774288474e-14
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, climate change, atmospheric CO2 concentration",aCO2,ppm,"electricity production, Small Modular Reactor (SMR)",230000,230000,0.43198431667036946,0.116529199,1.0511954459999999,0.116529199,0.116529199,0.443290921,1.0511954459999999,1.0511954459999999,0.0029407249204307104,0,0.0055388266897121929,0,0,0.0031124149569488118,0.0055388266897121929,0.0055388266897121929,0.016475359406767632,0,0.026709313920100074,0,0,0.012494789374926523,0.026709313920100074,0.026709313920100074,6.6633397565908637e-13,1.7974579456145379e-13,1.621464516816615e-12,1.7974579456145379e-13,1.7974579456145379e-13,6.8377436451774496e-13,1.621464516816615e-12,1.621464516816615e-12,8.0134173236400934e-14,0,1.5093193345547929e-13,0,0,8.4812692730982473e-14,1.5093193345547929e-13,1.5093193345547929e-13
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, climate change, atmospheric CO2 concentration",aCO2,ppm,"electricity production, hydro, reservoir, alpine region",230000,230000,0.43198431667036946,0.116529199,1.0511954459999999,0.116529199,0.116529199,0.443290921,1.0511954459999999,1.0511954459999999,0.00076649919748550952,0,0.0012292339621188847,0,0,0.00091852482816536711,0.0012292339621188847,0.0012292339621188847,0.0046335025871740093,0,0.0078823576927304472,0,0,0.0027729734670538962,0.0078823576927304472,0.0078823576927304472,6.6633397565908637e-13,1.7974579456145379e-13,1.621464516816615e-12,1.7974579456145379e-13,1.7974579456145379e-13,6.8377436451774496e-13,1.621464516816615e-12,1.621464516816615e-12,8.7445372092054687e-14,0,1.402360520419342e-13,0,0,1.0478907944936058e-13,1.402360520419342e-13,1.402360520419342e-13
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, climate change, atmospheric CO2 concentration",aCO2,ppm,"electricity production, hydro, run-of-river",230000,172479,0.43198431667036946,0.116529199,1.0511954459999999,0.116529199,0.116529199,0.443290921,1.0511954459999999,1.0511954459999999,0.0027944707756566117,0,0.0044443599298560447,0,0,0.0033672921909622456,0.0044443599298560447,0.0044443599298560447,0.016951357558854283,0,0.028896553137400745,0,0,0.010025831162592308,0.028896553137400745,0.028896553137400745,6.6633397565908637e-13,1.7974579456145379e-13,1.621464516816615e-12,1.7974579456145379e-13,1.7974579456145379e-13,6.8377436451774496e-13,1.621464516816615e-12,1.621464516816615e-12,8.0976127694778447e-14,7.3172286305192763e-14,9.6577296982379767e-14,7.3172286305192763e-14,7.3172286305192763e-14,7.3172286305192763e-14,9.6577296982379767e-14,9.6577296982379767e-14
reference,n03,SSP5,2060,"AESA (PBs-LCIA), 0.9.1, climate change, atmospheric CO2 concentration",aCO2,ppm,"electricity production, nuclear, pressure water reactor",230000,172479,0.43198431667036946,0.116529199,1.0511954459999999,0.116529199,0.116529199,0.443290921,1.0511954459999999,1.0511954459999999,0.0016046738399044943,0,0.002901663674615469,0,0,0.001758747559490064,0.002901663674615469,0.002901663674615469,0.0091811019756139391,0,0.015092762797503345,0,0,0.0065457322429923375,0.015092762797503345,0.015092762797503345,6.6633397565908637e-13,1.7974579456145379e-13,1.621464516816615e-12,1.7974579456145379e-13,1.7974579456145379e-13,6.8377436451774496e-13,1.621464516816615e-12,1.621464516816615e-12,8.9707423856639828e-14,7.373157472025222e-14,1.2164578785550062e-13,7.373157472025222e-14,7.373157472025222e-14,7.373157472025222e-14,1.2164578785550062e-13,1.2164578785550062e-13
